logIndex,logTime,¦¤logTime[ms],length,timeStamp[s],¦¤timeStamp[ms],seq,ID,msgcnt,¦¤msgcnt,Path Index,Offset,Offset(Adj),Cyclic Counter,AD2 flag,Speed Units,Tunnel,Bridge,Build-up Area,Retransmission,Update,Relative Probability,Functional Road Class,Part of Calculated route,Expressway Flag,Form of Way,Effective Speed Limit,Effective Speed Limit Type,Number of Lanes in driving direction
18356,2025-01-31 03:55:42.514631,64.931,8,3120.494741,64.931,7,0xcaf0036d,0,0,31,3584,11775,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
18462,2025-01-31 03:55:42.519385,4.7540000000000004,8,3120.499495,4.754,1,0xcaf0036d,0,0,31,3584,11775,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
20056,2025-01-31 03:55:42.564544,45.159,8,3120.544655,45.16,7,0xcaf0036d,0,0,31,3884,12075,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
20214,2025-01-31 03:55:42.569200,4.656000000000001,8,3120.54931,4.655,1,0xcaf0036d,0,0,31,3884,12075,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
22002,2025-01-31 03:55:42.621935,52.735,8,3120.602046,52.736,7,0xcaf0036d,0,0,31,4157,12348,2,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
22135,2025-01-31 03:55:42.626175,4.24,8,3120.606285,4.239,1,0xcaf0036d,0,0,31,4157,12348,2,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
23464,2025-01-31 03:55:42.664557,38.382,8,3120.644667,38.382,7,0xcaf0036d,0,0,31,4262,12453,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
23597,2025-01-31 03:55:42.668779,4.222,8,3120.64889,4.223,1,0xcaf0036d,0,0,31,4262,12453,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
25410,2025-01-31 03:55:42.724376,55.597,8,3120.704486,55.596,7,0xcaf0036d,0,0,31,4562,12753,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
25559,2025-01-31 03:55:42.728544,4.168,8,3120.708655,4.169,1,0xcaf0036d,0,0,31,4562,12753,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
27155,2025-01-31 03:55:42.774562,46.018,8,3120.754672,46.017,7,0xcaf0036d,0,0,31,4862,13053,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
27290,2025-01-31 03:55:42.778266,3.7039999999999997,8,3120.758377,3.705,1,0xcaf0036d,0,0,31,4862,13053,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
29086,2025-01-31 03:55:42.834699,56.433,8,3120.81481,56.433,7,0xcaf0036d,0,0,31,5162,13353,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
29231,2025-01-31 03:55:42.838394,3.695,8,3120.818504,3.694,1,0xcaf0036d,0,0,31,5162,13353,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
30811,2025-01-31 03:55:42.884529,46.135000000000005,8,3120.864639,46.135,7,0xcaf0036d,0,0,31,6273,6273,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
30936,2025-01-31 03:55:42.888211,3.682,8,3120.868322,3.683,1,0xcaf0036d,0,0,31,6273,6273,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
32761,2025-01-31 03:55:42.944943,56.732,8,3120.925053,56.731,7,0xcaf0036d,0,0,31,6573,6573,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
32900,2025-01-31 03:55:42.948210,3.267,8,3120.92832,3.267,1,0xcaf0036d,0,0,31,6573,6573,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
34464,2025-01-31 03:55:42.994344,46.134,8,3120.974454,46.134,7,0xcaf0036d,0,0,31,6873,6873,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
34602,2025-01-31 03:55:42.997881,3.5370000000000004,8,3120.977991,3.537,1,0xcaf0036d,0,0,31,6873,6873,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
36512,2025-01-31 03:55:43.054387,56.506,8,3121.034497,56.506,7,0xcaf0036d,0,0,31,7173,7173,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
36626,2025-01-31 03:55:43.057777,3.3899999999999997,8,3121.037887,3.39,1,0xcaf0036d,0,0,31,7173,7173,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
38160,2025-01-31 03:55:43.105068,47.291,8,3121.085179,47.292,7,0xcaf0036d,0,0,31,7394,7394,3,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
38275,2025-01-31 03:55:43.108399,3.3310000000000004,8,3121.088509,3.33,1,0xcaf0036d,0,0,31,7394,7394,3,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
40173,2025-01-31 03:55:43.165144,56.745,8,3121.145254,56.745,7,0xcaf0036d,0,0,31,7481,7481,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
40289,2025-01-31 03:55:43.168005,2.8609999999999998,8,3121.148116,2.862,1,0xcaf0036d,0,0,31,7481,7481,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
41831,2025-01-31 03:55:43.214711,46.705999999999996,8,3121.194821,46.705,7,0xcaf0036d,0,0,31,7776,7776,1,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
41928,2025-01-31 03:55:43.217787,3.076,8,3121.197897,3.076,1,0xcaf0036d,0,0,31,7776,7776,1,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
43893,2025-01-31 03:55:43.274723,56.936,8,3121.254833,56.936,7,0xcaf0036d,0,0,31,7865,7865,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
43997,2025-01-31 03:55:43.277593,2.87,8,3121.257704,2.871,1,0xcaf0036d,0,0,31,7865,7865,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
45451,2025-01-31 03:55:43.324333,46.739999999999995,8,3121.304443,46.739,7,0xcaf0036d,0,0,31,8165,8165,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
45557,2025-01-31 03:55:43.327207,2.8739999999999997,8,3121.307318,2.875,1,0xcaf0036d,0,0,31,8165,8165,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
47539,2025-01-31 03:55:43.384782,57.575,8,3121.364892,57.574,7,0xcaf0036d,0,0,31,274,8465,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
47627,2025-01-31 03:55:43.387441,2.659,8,3121.367551,2.659,1,0xcaf0036d,0,0,31,274,8465,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
49119,2025-01-31 03:55:43.434639,47.198,8,3121.414749,47.198,7,0xcaf0036d,0,0,31,574,8765,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
49245,2025-01-31 03:55:43.437310,2.6710000000000003,8,3121.41742,2.671,1,0xcaf0036d,0,0,31,574,8765,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
51140,2025-01-31 03:55:43.494639,57.329,8,3121.47475,57.33,7,0xcaf0036d,0,0,31,874,9065,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
51258,2025-01-31 03:55:43.497134,2.4949999999999997,8,3121.477244,2.494,1,0xcaf0036d,0,0,31,874,9065,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
52931,2025-01-31 03:55:43.548092,50.958000000000006,8,3121.528203,50.959,7,0xcaf0036d,0,0,31,1174,9365,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
53062,2025-01-31 03:55:43.550168,2.076,8,3121.530278,2.075,1,0xcaf0036d,0,0,31,1174,9365,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
55167,2025-01-31 03:55:43.614879,64.711,8,3121.59499,64.712,7,0xcaf0036d,0,0,31,1474,9665,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
55253,2025-01-31 03:55:43.617022,2.143,8,3121.597133,2.143,1,0xcaf0036d,0,0,31,1474,9665,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
56825,2025-01-31 03:55:43.664634,47.612,8,3121.644744,47.611,7,0xcaf0036d,0,0,31,1569,9760,1,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
56906,2025-01-31 03:55:43.666632,1.9980000000000002,8,3121.646743,1.999,1,0xcaf0036d,0,0,31,1569,9760,1,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
58526,2025-01-31 03:55:43.714589,47.957,8,3121.694699,47.956,7,0xcaf0036d,0,0,31,1869,10060,2,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
58593,2025-01-31 03:55:43.716441,1.8519999999999999,8,3121.696552,1.853,1,0xcaf0036d,0,0,31,1869,10060,2,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
60166,2025-01-31 03:55:43.764656,48.215,8,3121.744767,48.215,7,0xcaf0036d,0,0,31,2011,10202,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
60234,2025-01-31 03:55:43.766361,1.7049999999999998,8,3121.746472,1.705,1,0xcaf0036d,0,0,31,2011,10202,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
62122,2025-01-31 03:55:43.824632,58.271,8,3121.804742,58.27,7,0xcaf0036d,0,0,31,2300,10491,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
62177,2025-01-31 03:55:43.826164,1.532,8,3121.806274,1.532,1,0xcaf0036d,0,0,31,2300,10491,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
63824,2025-01-31 03:55:43.874534,48.370000000000005,8,3121.854644,48.37,7,0xcaf0036d,0,0,31,2384,10575,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
63873,2025-01-31 03:55:43.875919,1.385,8,3121.856029,1.385,1,0xcaf0036d,0,0,31,2384,10575,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
65699,2025-01-31 03:55:43.934365,58.446,8,3121.914476,58.447,7,0xcaf0036d,0,0,31,2684,10875,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
65735,2025-01-31 03:55:43.935576,1.211,8,3121.915687,1.211,1,0xcaf0036d,0,0,31,2684,10875,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
67455,2025-01-31 03:55:43.984464,48.888,8,3121.964574,48.887,7,0xcaf0036d,0,0,31,2984,11175,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
67480,2025-01-31 03:55:43.985527,1.063,8,3121.965637,1.063,1,0xcaf0036d,0,0,31,2984,11175,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
69426,2025-01-31 03:55:44.044352,58.825,8,3122.024462,58.825,7,0xcaf0036d,0,0,31,3284,11475,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
69448,2025-01-31 03:55:44.045241,0.889,8,3122.025351,0.889,1,0xcaf0036d,0,0,31,3284,11475,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
71179,2025-01-31 03:55:44.094656,49.415,8,3122.074766,49.415,7,0xcaf0036d,0,0,31,3584,11775,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
71195,2025-01-31 03:55:44.095398,0.742,8,3122.075508,0.742,1,0xcaf0036d,0,0,31,3584,11775,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
73449,2025-01-31 03:55:44.164361,68.963,8,3122.144471,68.963,7,0xcaf0036d,0,0,31,3884,12075,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
73457,2025-01-31 03:55:44.164898,0.537,8,3122.145008,0.537,1,0xcaf0036d,0,0,31,3884,12075,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
75157,2025-01-31 03:55:44.214536,49.638,8,3122.194646,49.638,7,0xcaf0036d,0,0,31,4157,12348,3,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
75160,2025-01-31 03:55:44.214926,0.39,8,3122.195037,0.391,1,0xcaf0036d,0,0,31,4157,12348,3,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
77523,2025-01-31 03:55:44.284706,69.78,8,3122.264817,69.78,7,0xcaf0036d,0,0,31,4262,12453,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
77527,2025-01-31 03:55:44.284889,0.183,8,3122.264999,0.182,1,0xcaf0036d,0,0,31,4262,12453,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
79102,2025-01-31 03:55:44.334541,49.652,8,3122.314652,49.653,7,0xcaf0036d,0,0,31,4562,12753,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
79103,2025-01-31 03:55:44.334574,0.033,8,3122.314684,0.032,1,0xcaf0036d,0,0,31,4562,12753,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
80826,2025-01-31 03:55:44.384374,49.8,8,3122.364484,49.8,1,0xcaf0036d,0,0,31,4862,13053,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
80829,2025-01-31 03:55:44.384492,0.118,8,3122.364602,0.118,7,0xcaf0036d,0,0,31,4862,13053,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
82406,2025-01-31 03:55:44.434319,49.827000000000005,8,3122.414429,49.827,1,0xcaf0036d,0,0,31,5162,13353,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
82415,2025-01-31 03:55:44.434742,0.423,8,3122.414852,0.423,7,0xcaf0036d,0,0,31,5162,13353,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
84110,2025-01-31 03:55:44.484223,49.480999999999995,8,3122.464333,49.481,1,0xcaf0036d,0,0,31,6273,6273,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
84115,2025-01-31 03:55:44.484493,0.27,8,3122.464603,0.27,7,0xcaf0036d,0,0,31,6273,6273,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
85663,2025-01-31 03:55:44.534294,49.800999999999995,8,3122.514404,49.801,1,0xcaf0036d,0,0,31,6573,6573,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
85668,2025-01-31 03:55:44.534574,0.27999999999999997,8,3122.514685,0.281,7,0xcaf0036d,0,0,31,6573,6573,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
87809,2025-01-31 03:55:44.594290,59.716,8,3122.5744,59.715,1,0xcaf0036d,0,0,31,6873,6873,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
87815,2025-01-31 03:55:44.594582,0.292,8,3122.574692,0.292,7,0xcaf0036d,0,0,31,6873,6873,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
89402,2025-01-31 03:55:44.643979,49.397000000000006,8,3122.624089,49.397,1,0xcaf0036d,0,0,31,7173,7173,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
89411,2025-01-31 03:55:44.644279,0.3,8,3122.62439,0.301,7,0xcaf0036d,0,0,31,7173,7173,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
91758,2025-01-31 03:55:44.714482,70.203,8,3122.694592,70.202,1,0xcaf0036d,0,0,31,7394,7394,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
91760,2025-01-31 03:55:44.714798,0.316,8,3122.694908,0.316,7,0xcaf0036d,0,0,31,7394,7394,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
93404,2025-01-31 03:55:44.763960,49.162,8,3122.744071,49.163,1,0xcaf0036d,0,0,31,7481,7481,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
93419,2025-01-31 03:55:44.764286,0.326,8,3122.744396,0.325,7,0xcaf0036d,0,0,31,7481,7481,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
95034,2025-01-31 03:55:44.814491,50.205,8,3122.794602,50.206,1,0xcaf0036d,0,0,31,7776,7776,2,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
95036,2025-01-31 03:55:44.814827,0.33599999999999997,8,3122.794938,0.336,7,0xcaf0036d,0,0,31,7776,7776,2,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
96664,2025-01-31 03:55:44.863935,49.108,8,3122.844045,49.107,1,0xcaf0036d,0,0,31,7865,7865,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
96677,2025-01-31 03:55:44.864281,0.34600000000000003,8,3122.844391,0.346,7,0xcaf0036d,0,0,31,7865,7865,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
98612,2025-01-31 03:55:44.923973,59.692,8,3122.904083,59.692,1,0xcaf0036d,0,0,31,8165,8165,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
98624,2025-01-31 03:55:44.924330,0.357,8,3122.90444,0.357,7,0xcaf0036d,0,0,31,8165,8165,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
100353,2025-01-31 03:55:44.974148,49.818,8,3122.954259,49.819,1,0xcaf0036d,0,0,31,274,8465,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
100364,2025-01-31 03:55:44.974527,0.379,8,3122.954637,0.378,7,0xcaf0036d,0,0,31,274,8465,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
102247,2025-01-31 03:55:45.033978,59.45099999999999,8,3123.014088,59.451,1,0xcaf0036d,0,0,31,574,8765,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
102259,2025-01-31 03:55:45.034359,0.381,8,3123.014469,0.381,7,0xcaf0036d,0,0,31,574,8765,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
104017,2025-01-31 03:55:45.084074,49.715,8,3123.064184,49.715,1,0xcaf0036d,0,0,31,874,9065,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
104026,2025-01-31 03:55:45.084464,0.39,8,3123.064575,0.391,7,0xcaf0036d,0,0,31,874,9065,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
105628,2025-01-31 03:55:45.134192,49.728,8,3123.114303,49.728,1,0xcaf0036d,0,0,31,1174,9365,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
105636,2025-01-31 03:55:45.134735,0.5429999999999999,8,3123.114845,0.542,7,0xcaf0036d,0,0,31,1174,9365,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
107338,2025-01-31 03:55:45.184071,49.336,8,3123.164181,49.336,1,0xcaf0036d,0,0,31,1474,9665,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
107347,2025-01-31 03:55:45.184483,0.412,8,3123.164593,0.412,7,0xcaf0036d,0,0,31,1474,9665,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
109389,2025-01-31 03:55:45.243893,59.41,8,3123.224004,59.411,1,0xcaf0036d,0,0,31,1569,9760,2,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
109402,2025-01-31 03:55:45.244317,0.424,8,3123.224427,0.423,7,0xcaf0036d,0,0,31,1569,9760,2,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
111075,2025-01-31 03:55:45.293900,49.583000000000006,8,3123.274011,49.584,1,0xcaf0036d,0,0,31,1869,10060,3,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
111088,2025-01-31 03:55:45.294294,0.39399999999999996,8,3123.274405,0.394,7,0xcaf0036d,0,0,31,1869,10060,3,1,0,0,0,2,1,0,25,1,2,1,1,25,1,3
113056,2025-01-31 03:55:45.353913,59.619,8,3123.334024,59.619,1,0xcaf0036d,0,0,31,2011,10202,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
113069,2025-01-31 03:55:45.354326,0.41300000000000003,8,3123.334436,0.412,7,0xcaf0036d,0,0,31,2011,10202,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
114705,2025-01-31 03:55:45.404519,50.193000000000005,8,3123.384629,50.193,1,0xcaf0036d,0,0,31,2300,10491,1,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
114708,2025-01-31 03:55:45.404776,0.257,8,3123.384886,0.257,7,0xcaf0036d,0,0,31,2300,10491,1,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
117082,2025-01-31 03:55:45.473773,68.997,8,3123.453883,68.997,1,0xcaf0036d,0,0,31,2384,10575,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
117109,2025-01-31 03:55:45.474319,0.546,8,3123.45443,0.547,7,0xcaf0036d,0,0,31,2384,10575,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
118647,2025-01-31 03:55:45.523627,49.308,8,3123.503737,49.307,1,0xcaf0036d,0,0,31,2684,10875,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
118672,2025-01-31 03:55:45.524277,0.65,8,3123.504387,0.65,7,0xcaf0036d,0,0,31,2684,10875,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
120471,2025-01-31 03:55:45.574052,49.775,8,3123.554162,49.775,1,0xcaf0036d,0,0,31,2984,11175,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
120493,2025-01-31 03:55:45.574805,0.753,8,3123.554915,0.753,7,0xcaf0036d,0,0,31,2984,11175,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
122098,2025-01-31 03:55:45.623405,48.599999999999994,8,3123.603515,48.6,1,0xcaf0036d,0,0,31,3284,11475,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
122126,2025-01-31 03:55:45.624262,0.857,8,3123.604372,0.857,7,0xcaf0036d,0,0,31,3284,11475,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
124126,2025-01-31 03:55:45.683689,59.427,8,3123.663799,59.427,1,0xcaf0036d,0,0,31,3584,11775,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
124149,2025-01-31 03:55:45.684669,0.98,8,3123.66478,0.981,7,0xcaf0036d,0,0,31,3584,11775,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
125754,2025-01-31 03:55:45.733179,48.51,8,3123.713289,48.509,1,0xcaf0036d,0,0,31,3884,12075,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
125766,2025-01-31 03:55:45.734261,1.082,8,3123.714371,1.082,7,0xcaf0036d,0,0,31,3884,12075,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
127456,2025-01-31 03:55:45.783762,49.501000000000005,8,3123.763872,49.501,1,0xcaf0036d,0,0,31,4157,12348,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
127487,2025-01-31 03:55:45.784958,1.196,8,3123.765068,1.196,7,0xcaf0036d,0,0,31,4157,12348,0,1,0,0,1,2,1,0,30,1,2,1,1,25,1,3
129032,2025-01-31 03:55:45.833497,48.539,8,3123.813607,48.539,1,0xcaf0036d,0,0,31,4262,12453,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
129062,2025-01-31 03:55:45.834787,1.2899999999999998,8,3123.814897,1.29,7,0xcaf0036d,0,0,31,4262,12453,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
131670,2025-01-31 03:55:45.913113,78.32600000000001,8,3123.893223,78.326,1,0xcaf0036d,0,0,31,4562,12753,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
131693,2025-01-31 03:55:45.914567,1.454,8,3123.894678,1.455,7,0xcaf0036d,0,0,31,4562,12753,2,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
133305,2025-01-31 03:55:45.962986,48.419,8,3123.943097,48.419,1,0xcaf0036d,0,0,31,4862,13053,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
133357,2025-01-31 03:55:45.964542,1.556,8,3123.944653,1.556,7,0xcaf0036d,0,0,31,4862,13053,3,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
134977,2025-01-31 03:55:46.012910,48.368,8,3123.99302,48.367,1,0xcaf0036d,0,0,31,5162,13353,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
135038,2025-01-31 03:55:46.014570,1.66,8,3123.99468,1.66,7,0xcaf0036d,0,0,31,5162,13353,0,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
136667,2025-01-31 03:55:46.062815,48.245000000000005,8,3124.042926,48.246,1,0xcaf0036d,0,0,31,6273,6273,1,1,0,0,0,2,1,0,30,1,2,1,1,25,1,3
